tenantInstitutionId,tenantInstitutionName,sector,industry_group,industry,sub_industry
2967862557,"Partridge Architects, Inc.",Industrials,Capital Goods,Construction and Engineering,Construction and Engineering
2664018193,Kraftworks Advertising Ltd.,,,,
4131011094,"Ashford Finance, LLC",Financials,Diversified Financials,Diversified Financial Services,Specialized Finance
1411638723,Filo Chemical Incorporated,,,,
3903732707,"The Neighborhood Coalition for Shelter, Inc.",,,,
1457876960,"Hodes, LLC",Communication Services,Media and Entertainment,Media,Advertising
2207760823,"Executive Monetary Management, LLC",Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
556797588,Maritime Overseas Corporation,,,,
995145097,"New York Land Services, Inc.",Financials,Insurance,Insurance,Property and Casualty Insurance
3541267588,Pain & Wellness Center,,,,
3957453899,Fulep Fire Protection Co. LLC,,,,
1425353381,"Goodwill Industries of Greater New York and Northern NJ, Inc.",Industrials,Commercial and Professional Services,Commercial Services and Supplies,Diversified Support Services
665993396,Okeanos,,,,
1477736124,"Christmas Tree Hill, Inc.",Consumer Discretionary,Retailing,Specialty Retail,Specialty Stores
2195209680,Braunschweiger Bros Inc,,,,
233787973,Stratec Grundbesitz AG,Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
1207966051,"Mechanical Degrees, Inc.",,,,
616971017,"Agadia Systems, Inc.",Health Care,Health Care Equipment and Services,Health Care Technology,Health Care Technology
61957491,David Weisz & Sons Usa Llc,,,,
3990084995,"Ashley Capital, LLC",Real Estate,Real Estate,Real Estate Management and Development,Real Estate Operating Companies
2617980908,"Paul C. Rizzo Associates, Inc.",Industrials,Capital Goods,Construction and Engineering,Construction and Engineering
648503426,Advisen Ltd.,Financials,Diversified Financials,Capital Markets,Financial Exchanges and Data
1895717970,Industrial Combustion Associates Inc,,,,
1445111642,The University of Texas Southwestern Medical Center,Consumer Discretionary,Consumer Services,Diversified Consumer Services,Education Services
2695211762,"ActiveStrategy, Inc.",Information Technology,Software and Services,Software,Application Software
2244220243,Silver Star Auto Resources Llc,,,,
1093700158,The Gentry Group LLC,Industrials,Capital Goods,Construction and Engineering,Construction and Engineering
1007964466,"Stanley L. Robin, Inc.",,,,
477756194,Speakeasy Inc.,Industrials,Commercial and Professional Services,Professional Services,Human Resource and Employment Services
2561492389,Stawski Partners Corp.,,,,
3081349394,"US Alliance Group, Inc.",Information Technology,Software and Services,IT Services,Data Processing and Outsourced Services
1465514996,"East Rock Capital, LLC",Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
2758514436,"Novo Banco, S.A, New York Branch",,,,
3711905379,"Masquerade, Llc",,,,
2000469211,"TruGreen, Inc.",Industrials,Commercial and Professional Services,Commercial Services and Supplies,Environmental and Facilities Services
962421062,"K & B Productions, Inc.",,,,
2542524915,Morris & McVeigh LLP,,,,
218979698,Sjs Corporation,,,,
3500612309,Excision BioTherapeutics Inc.,Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",Biotechnology,Biotechnology
3299530341,Heartbeat Ideas,Communication Services,Media and Entertainment,Media,Advertising
1902609922,"Ninepeaks Capital Management, Lp",,,,
2635871667,"Northeast Light Alloy Co., Ltd.",Materials,Materials,Metals and Mining,Aluminum
1201991942,"Interactive Marketing Group, Inc.",Communication Services,Media and Entertainment,Media,Advertising
357880012,Boathouse Capital,Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
4026727648,"B.E. International, Inc.",Communication Services,Media and Entertainment,Media,Advertising
1639207569,Seagis Property Group LP,Real Estate,Real Estate,Real Estate Management and Development,Real Estate Operating Companies
1549432326,arche S.A.S,Consumer Discretionary,Consumer Durables and Apparel,"Textiles, Apparel and Luxury Goods",Footwear
2683537244,Commercial Debt Counseling Corporation,,,,
1505002418,R S Abrams & Co LLP,,,,
4174820986,"Newmark Group, Inc.",Real Estate,Real Estate,Real Estate Management and Development,Real Estate Services
1350902153,Nasco Construction Services Inc.,,,,
3415966430,Devon Value Advisers,Financials,Diversified Financials,Capital Markets,Investment Banking and Brokerage
2012678410,Garden of Eden Inc.,Consumer Discretionary,Consumer Services,"Hotels, Restaurants and Leisure","Hotels, Resorts and Cruise Lines"
2818827729,Lisan Enterprises Corp,,,,
2762206410,"Chung's Tae-Kwon-Do, Inc.",,,,
269457373,"Anesthesia and Pain Management Group, LLC",Health Care,Health Care Equipment and Services,Health Care Providers and Services,Health Care Services
3851260106,Colonnade Properties LLC,Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
2345520899,Hiscox Inc.,Financials,Insurance,Insurance,Insurance Brokers
2480820962,"Kurzman Eisenberg Corbin & Lever, LLP ",,,,
2790204275,"Looking Glass Studios, Inc.",Communication Services,Media and Entertainment,Entertainment,Interactive Home Entertainment
4265603178,"Lewis Johs Avallone Aviles, LLP",Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services
1000195070,Crown Acquisitions Inc.,Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
1899059727,Delta Tech,Consumer Discretionary,Consumer Services,Diversified Consumer Services,Education Services
2022826557,Girard's Garage Door Services,,,,
2338733984,AllianceBernstein Limited,Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
4281603085,"Rsa Insurance Agency, Inc.",,,,
3930501499,"Avenue Of The Arts, Inc.",,,,
3133017654,Krasnow Enterprises Ltd.,Consumer Discretionary,Consumer Durables and Apparel,"Textiles, Apparel and Luxury Goods",Footwear
1256594160,"Basex, Inc.",Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services
304635333,"International Licensing Industry Merchandisers' Association, Inc",,,,
4219022475,"Springer Publishing Company, LLC",Communication Services,Media and Entertainment,Media,Publishing
2905318129,Hilton Short Hills,Consumer Discretionary,Consumer Services,"Hotels, Restaurants and Leisure","Hotels, Resorts and Cruise Lines"
3519702719,Trenton Water Works,,,,
1730711592,"Mariners Gate, LLC",,,,
2336251071,Twinco Supply Corp.,Industrials,Capital Goods,Machinery,Industrial Machinery
749264990,Courtyard by Marriott Philadelphia Valley Forge/Collegeville,Consumer Discretionary,Consumer Services,"Hotels, Restaurants and Leisure","Hotels, Resorts and Cruise Lines"
3898968383,"MarketBridge, Inc.",Communication Services,Media and Entertainment,Media,Advertising
3026293704,"Association of Master Painters and Decorators of New York, Inc.",,,,
2236461883,Sofitel Philadelphia Hotel,Consumer Discretionary,Consumer Services,"Hotels, Restaurants and Leisure","Hotels, Resorts and Cruise Lines"
1425754578,"ITA Group, Inc.",Communication Services,Media and Entertainment,Media,Advertising
2066740471,Ideal Recruit Ltd,Industrials,Commercial and Professional Services,Professional Services,Human Resource and Employment Services
478591659,"American Hydrotech, Inc.",Industrials,Capital Goods,Building Products,Building Products
804212847,Buchbinder Tunick & Company LLP,Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services
2023516192,"Hillmark Capital, L.P.",,,,
2053102789,Amorepacific Corporation,Consumer Staples,Household and Personal Products,Personal Products,Personal Products
3060964657,Research To Prevent Blindness Endowment Fund Inc.,,,,
2287477426,Capital Bank Financial Corp.,Financials,Banks,Banks,Regional Banks
1112589687,"The Rothstein, Kass & Company, P.C.",Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services
1222453466,Caymus Equity Partners (Unspecified Vehicle),,,,
2607789243,"The Colmen Group, Inc.",Financials,Diversified Financials,Capital Markets,Investment Banking and Brokerage
1106584639,GIV Venture Partners,Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
2868611702,"Bulgari Corporation Of America, Inc.",Consumer Discretionary,Retailing,Distributors,Distributors
1432459313,"Dynamic International USA, Inc.",Industrials,Transportation,Air Freight and Logistics,Air Freight and Logistics
2253108651,"Spring Capital Partners, L.P.",Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
2537491247,Dbtg Chambers LLC,,,,
3410157931,"M.S.I. International East, Inc.",,,,
2311293136,Olson Zaltman Associates,,,,
2802943151,National Safety Inc.,,,,
4006731897,Endurance Services Limited,,,,
383586006,"Studio For Photography, LLC",,,,
3696125951,"Elephant Ventures, LLC",Information Technology,Software and Services,IT Services,IT Consulting and Other Services
647975956,"Sputnik Entertainment, Inc.",,,,
2424539237,FdG Associates LP,Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
2682718369,"CD Universe, Inc.",Consumer Discretionary,Retailing,Internet and Direct Marketing Retail,Internet and Direct Marketing Retail
4089245668,Cassis Travel Services Inc,,,,
1719032791,"First New York Securities, LLC",Financials,Diversified Financials,Capital Markets,Investment Banking and Brokerage
1283730470,"Namely, Inc.",Information Technology,Software and Services,Software,Application Software
1207093312,Miles Howland & Co. LLC,Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
3688738469,J H Darbie & Co. Inc.,Financials,Diversified Financials,Capital Markets,Investment Banking and Brokerage
1387332400,Colbeck Capital Management,Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
367446791,"Equity Communications, LLC",Communication Services,Media and Entertainment,Media,Advertising
2072572379,"Principal Global Investors, LLC",Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
2498911747,New Jersey Citizens United Reciprocal Exchange,Financials,Insurance,Insurance,Property and Casualty Insurance
2201299207,"Kyowa Hakko Kirin Pharma, Inc.",Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",Pharmaceuticals,Pharmaceuticals
2750887204,"City Blue, Inc.",Consumer Discretionary,Retailing,Specialty Retail,Apparel Retail
529131966,Louisiana Riverboat Gaming Partnership,Consumer Discretionary,Consumer Services,"Hotels, Restaurants and Leisure",Casinos and Gaming
625779519,"The Hibbert Company, Inc.",Communication Services,Media and Entertainment,Media,Advertising
750482328,"Alternative Rehabilitation Communities, Inc.",,,,
3535624685,Backhaul Industries Inc.,,,,
1451895255,Ready Capital Corporation,Financials,Diversified Financials,Mortgage Real Estate Investment Trusts (REITs),Mortgage REITs
1681616183,"Gates Capital Management, Inc.",Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
4285042857,Administrative Data Management Corp.,Financials,Diversified Financials,Consumer Finance,Consumer Finance
3433559050,"Highline Wealth Management, LLC",,,,
1580134261,Robely Trading Inc,,,,
2988914314,"Skyline Displays, Inc.",Consumer Discretionary,Consumer Services,"Hotels, Restaurants and Leisure","Hotels, Resorts and Cruise Lines"
3416980591,"Staffing Now, Inc.",Industrials,Commercial and Professional Services,Professional Services,Human Resource and Employment Services
692409733,Numotion,Health Care,Health Care Equipment and Services,Health Care Providers and Services,Health Care Distributors
2227664282,UniVision Engineering Limited,Information Technology,Technology Hardware and Equipment,"Electronic Equipment, Instruments and Components",Electronic Equipment and Instruments
2860083192,Free Library of Philadelphia,,,,
3849402224,Reading Hospital,Health Care,Health Care Equipment and Services,Health Care Providers and Services,Health Care Facilities
3335396924,Garrison Capital Inc.,Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
3964362739,Reprise Records Inc,Communication Services,Media and Entertainment,Entertainment,Movies and Entertainment
1684675839,INVISION Inc.,Information Technology,Software and Services,Software,Application Software
